"ID","Total.Enrollment","Female","Male","Asian","Black","Hispanic","White","Disabilities","English.Language.Learners","Poverty","Economic.Needs.Index","MAT_num_tested","MAT_mean_score","ELA_num_tested","ELA_mean_score"
"21K212 2017",697,0.524,0.476,0.329,0.146,0.33,0.184,0.23,0.184,0.872,0.763,307,300,299,71
"21K215 2013",839,0.518,0.482,0.193,0.033,0.262,0.497,0.123,0.1,0.625,NA,364,324,361,77
"21K215 2014",959,0.512,0.488,0.204,0.036,0.269,0.47,0.131,0.107,0.653,NA,396,329,395,82
"21K215 2015",941,0.51,0.49,0.222,0.031,0.257,0.472,0.135,0.152,0.707,0.522,380,328,380,79
"21K215 2016",932,0.506,0.494,0.227,0.027,0.261,0.468,0.131,0.15,0.675,0.529,434,329,431,89
"21K215 2017",894,0.499,0.501,0.228,0.026,0.27,0.465,0.133,0.183,0.718,0.531,413,324,414,88
"21K216 2013",597,0.474,0.526,0.211,0.064,0.161,0.563,0.149,0.112,0.734,NA,222,309,217,79
"21K216 2014",623,0.485,0.515,0.242,0.063,0.154,0.539,0.128,0.111,0.742,NA,219,315,218,73
"21K216 2015",646,0.505,0.495,0.245,0.051,0.176,0.52,0.124,0.127,0.734,0.504,253,309,247,70
"21K216 2016",688,0.519,0.481,0.237,0.049,0.183,0.516,0.141,0.147,0.746,0.515,278,304,271,78
"21K216 2017",739,0.522,0.478,0.256,0.042,0.196,0.488,0.122,0.176,0.743,0.497,303,309,293,77
"21K225 2013",942,0.454,0.546,0.167,0.028,0.379,0.414,0.22,0.372,1,NA,597,299,573,58
"21K225 2014",907,0.469,0.531,0.172,0.024,0.381,0.416,0.229,0.366,1,NA,582,300,564,56
"21K225 2015",945,0.449,0.551,0.182,0.025,0.377,0.407,0.212,0.387,1,0.685,621,302,569,60
"21K225 2016",NA,0.452,0.548,0.172,0.028,0.374,0.42,0.211,0.413,1,0.674,678,299,621,65
"21K225 2017",976,0.435,0.565,0.181,0.019,0.363,0.427,0.204,0.415,1,0.657,652,297,595,64
"21K226 2013",979,0.466,0.534,0.285,0.021,0.287,0.403,0.2,0.181,0.818,NA,540,311,526,60
"21K226 2014",995,0.474,0.526,0.266,0.017,0.324,0.389,0.202,0.148,0.849,NA,537,313,542,67
"21K226 2015",NA,0.476,0.524,0.274,0.017,0.308,0.393,0.187,0.181,0.852,0.675,558,312,564,69
"21K226 2016",NA,0.484,0.516,0.278,0.02,0.312,0.384,0.174,0.209,0.865,0.663,578,314,583,75
"21K226 2017",NA,0.479,0.521,0.302,0.023,0.29,0.379,0.161,0.233,0.839,0.635,577,314,587,77
"21K228 2013",907,0.46,0.54,0.343,0.088,0.272,0.292,0.17,0.172,0.843,NA,892,303,868,57
"21K228 2014",NA,0.462,0.538,0.335,0.084,0.264,0.312,0.185,0.13,0.844,NA,1024,310,998,62
"21K228 2015",NA,0.474,0.526,0.309,0.09,0.27,0.324,0.181,0.111,0.807,0.638,1213,309,1202,64
"21K228 2016",NA,0.493,0.507,0.29,0.081,0.256,0.363,0.17,0.104,0.822,0.616,1207,308,1258,71
"21K228 2017",NA,0.505,0.495,0.279,0.072,0.262,0.377,0.168,0.112,0.792,0.541,1174,314,1249,75
"21K238 2013",572,0.481,0.519,0.18,0.044,0.524,0.25,0.236,0.24,1,NA,291,294,284,55
"21K238 2014",550,0.462,0.538,0.185,0.049,0.524,0.238,0.236,0.236,1,NA,281,296,284,59
"21K238 2015",585,0.456,0.544,0.193,0.044,0.528,0.232,0.226,0.277,1,0.796,280,295,304,57
"21K238 2016",556,0.473,0.527,0.171,0.045,0.565,0.216,0.241,0.27,1,0.766,289,290,297,63
"21K238 2017",593,0.491,0.509,0.18,0.047,0.536,0.228,0.231,0.295,1,0.727,307,289,320,62
"21K239 2013",NA,0.531,0.469,0.297,0.125,0.067,0.506,0.048,0.006,0.416,NA,1226,346,1225,103
"21K239 2014",NA,0.541,0.459,0.3,0.107,0.059,0.526,0.075,0.008,0.387,NA,1020,345,1229,104
"21K239 2015",NA,0.539,0.461,0.279,0.092,0.055,0.542,0.091,0.005,0.306,0.309,976,348,1183,102
"21K239 2016",NA,0.534,0.466,0.28,0.072,0.051,0.539,0.097,0.007,0.277,0.288,1136,352,1180,105
"21K239 2017",NA,0.518,0.482,0.269,0.063,0.056,0.535,0.113,0.009,0.269,0.278,1099,351,1111,109
"21K253 2013",778,0.508,0.492,0.387,0.006,0.456,0.14,0.206,0.219,1,NA,330,310,323,65
"21K253 2014",806,0.504,0.496,0.378,0.007,0.434,0.166,0.22,0.234,1,NA,345,318,331,69
"21K253 2015",867,0.502,0.498,0.389,0.005,0.414,0.181,0.194,0.215,1,0.795,365,315,359,65
"21K253 2016",878,0.493,0.507,0.382,0.003,0.407,0.196,0.182,0.227,1,0.789,384,318,374,76
"21K253 2017",913,0.475,0.525,0.386,0.003,0.389,0.208,0.164,0.228,1,0.753,415,325,409,82
"21K281 2013",NA,0.485,0.515,0.395,0.084,0.235,0.283,0.166,0.152,0.835,NA,1148,308,1106,60
"21K281 2014",NA,0.494,0.506,0.381,0.072,0.223,0.319,0.161,0.161,0.818,NA,1004,307,1098,63
"21K281 2015",NA,0.486,0.514,0.369,0.07,0.237,0.311,0.151,0.15,0.796,0.627,1123,318,1087,68
"21K281 2016",NA,0.46,0.54,0.38,0.067,0.225,0.314,0.153,0.159,0.802,0.617,1124,317,1070,69
"21K281 2017",NA,0.453,0.547,0.385,0.066,0.249,0.29,0.17,0.157,0.822,0.589,1235,311,1187,67
"21K288 2013",450,0.511,0.489,0.029,0.484,0.404,0.078,0.251,0.087,1,NA,213,285,211,42
"21K288 2014",451,0.514,0.486,0.035,0.488,0.366,0.1,0.255,0.086,1,NA,227,290,227,47
"21K288 2015",503,0.487,0.513,0.026,0.499,0.376,0.087,0.26,0.07,1,0.901,263,279,262,45
"21K288 2016",601,0.488,0.512,0.023,0.534,0.363,0.068,0.273,0.073,1,0.909,332,276,324,53
"21K288 2017",681,0.496,0.504,0.019,0.576,0.333,0.066,0.261,0.072,1,0.899,381,276,388,50
"21K303 2013",614,0.524,0.476,0.208,0.148,0.308,0.331,0.168,0.096,0.567,NA,598,308,582,66
"21K303 2014",566,0.498,0.502,0.194,0.154,0.322,0.33,0.177,0.11,0.62,NA,475,304,543,65
"21K303 2015",514,0.518,0.482,0.202,0.16,0.321,0.313,0.187,0.121,0.66,0.698,458,302,499,66
"21K303 2016",499,0.535,0.465,0.206,0.12,0.337,0.335,0.17,0.114,0.603,0.676,437,297,478,69
"21K303 2017",503,0.525,0.475,0.229,0.109,0.37,0.288,0.159,0.129,0.602,0.665,490,302,475,71
"21K329 2013",467,0.475,0.525,0.039,0.619,0.278,0.06,0.182,0.019,0.938,NA,202,290,197,61
"21K329 2014",443,0.479,0.521,0.047,0.616,0.273,0.063,0.203,0.025,0.955,NA,207,290,206,52
"21K329 2015",450,0.464,0.536,0.06,0.604,0.269,0.064,0.207,0.031,0.938,0.882,205,286,204,53
"21K329 2016",420,0.476,0.524,0.064,0.59,0.271,0.067,0.229,0.026,0.945,0.88,195,285,194,63
"21K329 2017",443,0.467,0.533,0.063,0.569,0.3,0.061,0.226,0.034,0.939,0.861,190,277,188,52
"21K468 2013",547,0.455,0.545,0.069,0.252,0.229,0.444,0.135,0.026,0.773,NA,204,311,204,71
"21K468 2014",551,0.446,0.554,0.074,0.249,0.243,0.426,0.149,0.015,0.751,NA,170,308,198,67
"21K468 2015",564,0.454,0.546,0.069,0.27,0.261,0.392,0.16,0.011,0.754,0.569,172,298,198,65
"21K468 2016",592,0.453,0.547,0.078,0.238,0.27,0.402,0.179,0.012,0.748,0.56,197,296,220,71
"21K468 2017",635,0.469,0.531,0.066,0.238,0.28,0.402,0.191,0.016,0.72,0.534,235,294,261,74
"21K690 2013",880,0.501,0.499,0.144,0.072,0.223,0.561,0.19,0.103,0.694,NA,215,304,205,65
"21K690 2014",902,0.486,0.514,0.151,0.054,0.237,0.557,0.18,0.122,0.756,NA,210,303,226,68
"21K690 2015",901,0.505,0.495,0.163,0.047,0.262,0.526,0.18,0.114,0.761,0.631,219,305,204,73
"21K690 2016",917,0.502,0.498,0.179,0.035,0.293,0.489,0.188,0.131,0.758,0.62,203,309,194,71
"21K690 2017",926,0.506,0.494,0.197,0.037,0.296,0.462,0.202,0.145,0.741,0.612,220,302,216,74
"22K014 2013",558,0.453,0.547,0.115,0.543,0.174,0.165,0.283,0.185,0.86,NA,527,286,504,46
"22K014 2014",558,0.448,0.552,0.1,0.539,0.165,0.188,0.274,0.165,0.88,NA,488,291,503,49
"22K014 2015",549,0.475,0.525,0.1,0.526,0.149,0.215,0.275,0.164,0.883,0.702,515,293,501,50
"22K014 2016",548,0.44,0.56,0.109,0.476,0.168,0.237,0.276,0.181,0.894,0.656,495,295,467,55
"22K014 2017",534,0.442,0.558,0.124,0.427,0.167,0.272,0.264,0.243,0.901,0.612,520,292,462,58
"22K052 2013",765,0.486,0.514,0.069,0.169,0.111,0.646,0.153,0.139,0.754,NA,363,314,351,66
"22K052 2014",789,0.494,0.506,0.089,0.162,0.115,0.624,0.143,0.133,0.754,NA,360,315,350,69
"22K052 2015",804,0.511,0.489,0.122,0.146,0.134,0.571,0.147,0.149,0.74,0.56,375,316,371,65
"22K052 2016",866,0.505,0.495,0.157,0.139,0.151,0.532,0.142,0.166,0.794,0.53,396,311,376,73
"22K052 2017",850,0.512,0.488,0.152,0.145,0.149,0.536,0.125,0.241,0.753,0.507,363,314,355,71
"22K078 2013",NA,0.494,0.506,0.033,0.744,0.085,0.126,0.192,0.043,0.758,NA,993,288,988,53
"22K078 2014",914,0.496,0.504,0.03,0.763,0.082,0.115,0.219,0.039,0.763,NA,815,285,859,51
"22K078 2015",772,0.487,0.513,0.035,0.74,0.088,0.128,0.244,0.056,0.718,0.545,735,284,728,51
"22K078 2016",638,0.508,0.492,0.052,0.734,0.099,0.108,0.265,0.047,0.777,0.522,545,276,604,56
"22K078 2017",588,0.478,0.522,0.073,0.699,0.087,0.126,0.248,0.077,0.823,0.542,402,288,415,61
"22K109 2013",538,0.476,0.524,0.007,0.797,0.173,0.019,0.26,0.119,0.918,NA,366,277,360,50
"22K109 2014",551,0.475,0.525,0.009,0.82,0.151,0.013,0.278,0.073,0.882,NA,368,281,364,51
"22K109 2015",625,0.49,0.51,0.008,0.813,0.158,0.014,0.275,0.048,0.853,0.723,390,283,389,51
"22K109 2016",695,0.483,0.517,0.019,0.8,0.145,0.026,0.256,0.056,0.871,0.684,390,285,413,62
"22K109 2017",682,0.491,0.509,0.018,0.78,0.163,0.026,0.246,0.066,0.874,0.624,412,288,426,69
"22K119 2013",458,0.502,0.498,0.118,0.766,0.105,0.011,0.148,0.096,1,NA,348,292,343,59
"22K119 2014",422,0.507,0.493,0.135,0.742,0.102,0.014,0.159,0.078,1,NA,287,303,283,62
"22K119 2015",428,0.488,0.512,0.131,0.715,0.124,0.021,0.168,0.042,1,0.665,268,296,265,59
"22K119 2016",405,0.474,0.526,0.141,0.696,0.133,0.015,0.175,0.062,1,0.603,250,292,243,65
"22K119 2017",443,0.456,0.544,0.147,0.666,0.147,0.02,0.174,0.104,1,0.604,255,292,248,62
"22K134 2013",508,0.522,0.478,0.309,0.199,0.199,0.291,0.128,0.177,1,NA,226,315,215,77
"22K134 2014",534,0.536,0.464,0.36,0.159,0.184,0.298,0.15,0.199,1,NA,234,330,225,78
"22K134 2015",581,0.522,0.478,0.413,0.112,0.153,0.312,0.148,0.234,1,0.771,234,327,230,76
"22K134 2016",549,0.525,0.475,0.406,0.087,0.129,0.364,0.162,0.226,1,0.78,261,328,248,87
"22K134 2017",562,0.512,0.488,0.42,0.068,0.11,0.384,0.144,0.222,1,0.739,257,334,249,89
"22K139 2013",NA,0.52,0.48,0.181,0.358,0.352,0.102,0.104,0.202,0.858,NA,526,300,511,61
"22K139 2014",NA,0.507,0.493,0.176,0.334,0.376,0.102,0.137,0.195,0.824,NA,478,303,471,61
"22K139 2015",NA,0.503,0.497,0.173,0.332,0.38,0.097,0.156,0.197,0.82,0.651,463,301,454,56
"22K139 2016",978,0.504,0.496,0.175,0.314,0.389,0.092,0.168,0.175,0.823,0.631,453,298,444,68
"22K139 2017",975,0.515,0.485,0.178,0.278,0.4,0.107,0.167,0.186,0.833,0.606,433,298,433,66
"22K152 2013",886,0.494,0.506,0.061,0.681,0.202,0.046,0.142,0.134,1,NA,387,294,378,58
"22K152 2014",901,0.498,0.502,0.055,0.686,0.206,0.041,0.153,0.119,1,NA,381,295,381,56
"22K152 2015",893,0.487,0.513,0.063,0.677,0.214,0.032,0.172,0.132,1,0.743,402,290,396,55
"22K152 2016",813,0.48,0.52,0.048,0.645,0.258,0.028,0.191,0.13,1,0.715,432,291,423,65
"22K152 2017",774,0.466,0.534,0.057,0.628,0.255,0.043,0.204,0.159,1,0.707,404,292,388,62
"22K193 2013",887,0.494,0.506,0.141,0.537,0.141,0.156,0.161,0.141,0.776,NA,382,304,370,71
"22K193 2014",873,0.481,0.519,0.145,0.503,0.144,0.165,0.166,0.142,0.796,NA,400,300,393,72
"22K193 2015",882,0.49,0.51,0.164,0.472,0.146,0.178,0.164,0.166,0.781,0.56,437,306,427,70
"22K193 2016",866,0.485,0.515,0.17,0.469,0.141,0.177,0.181,0.174,0.763,0.54,407,304,396,76
"22K193 2017",803,0.483,0.517,0.173,0.457,0.136,0.178,0.193,0.202,0.78,0.515,393,305,386,68
"22K194 2013",428,0.526,0.474,0.096,0.456,0.278,0.159,0.222,0.091,1,NA,192,292,193,58
"22K194 2014",455,0.488,0.512,0.123,0.464,0.281,0.123,0.231,0.092,1,NA,198,293,196,52
"22K194 2015",469,0.475,0.525,0.132,0.488,0.243,0.119,0.243,0.094,1,0.816,189,291,190,55
"22K194 2016",495,0.489,0.511,0.119,0.493,0.232,0.139,0.269,0.085,1,0.811,203,301,196,69
"22K194 2017",519,0.497,0.503,0.114,0.48,0.202,0.191,0.241,0.094,1,0.797,202,301,199,67
"22K195 2013",442,0.489,0.511,0.018,0.041,0.025,0.907,0.102,0.075,0.299,NA,188,327,185,90
"22K195 2014",459,0.473,0.527,0.033,0.035,0.024,0.898,0.081,0.096,0.309,NA,192,333,188,86
"22K195 2015",460,0.474,0.526,0.041,0.03,0.035,0.889,0.087,0.128,0.307,0.264,207,334,207,85
"22K195 2016",458,0.472,0.528,0.033,0.026,0.02,0.917,0.076,0.107,0.29,0.249,223,342,221,96
"22K195 2017",476,0.479,0.521,0.032,0.015,0.015,0.933,0.061,0.147,0.305,0.239,224,338,225,94
"22K197 2013",525,0.531,0.469,0.065,0.202,0.202,0.516,0.215,0.16,1,NA,237,311,229,70
"22K197 2014",553,0.53,0.47,0.071,0.179,0.177,0.55,0.217,0.197,1,NA,255,314,239,70
"22K197 2015",601,0.527,0.473,0.088,0.156,0.18,0.557,0.19,0.233,1,0.624,265,311,251,67
"22K197 2016",613,0.514,0.486,0.086,0.119,0.171,0.592,0.204,0.24,1,0.585,259,312,246,71
"22K197 2017",640,0.539,0.461,0.108,0.119,0.15,0.602,0.183,0.239,1,0.558,287,317,267,71
"22K198 2013",505,0.479,0.521,0.036,0.883,0.053,0.008,0.158,0.05,0.869,NA,235,296,230,59
"22K198 2014",513,0.454,0.546,0.031,0.869,0.06,0.008,0.181,0.043,0.867,NA,222,296,221,64
"22K198 2015",472,0.447,0.553,0.028,0.867,0.074,0.017,0.229,0.053,0.903,0.663,225,294,223,62
"22K198 2016",476,0.452,0.548,0.029,0.87,0.069,0.013,0.225,0.044,0.868,0.668,219,294,218,73
"22K198 2017",447,0.454,0.546,0.034,0.866,0.076,0.016,0.224,0.02,0.843,0.633,203,302,203,69
"22K203 2013",878,0.495,0.505,0.028,0.83,0.09,0.046,0.17,0.056,1,NA,411,290,403,58
"22K203 2014",775,0.484,0.516,0.034,0.809,0.099,0.045,0.196,0.055,1,NA,344,297,338,62
"22K203 2015",778,0.504,0.496,0.03,0.817,0.098,0.039,0.207,0.046,1,0.561,327,299,326,59
"22K203 2016",812,0.511,0.489,0.048,0.794,0.095,0.033,0.206,0.043,1,0.52,362,297,355,70
"22K203 2017",787,0.498,0.502,0.064,0.771,0.111,0.025,0.202,0.065,1,0.522,350,298,350,64
"22K206 2013",NA,0.48,0.52,0.492,0.03,0.086,0.387,0.094,0.171,0.676,NA,831,321,808,77
"22K206 2014",NA,0.492,0.508,0.473,0.025,0.094,0.401,0.111,0.169,0.697,NA,809,326,831,77
"22K206 2015",NA,0.495,0.505,0.469,0.021,0.098,0.399,0.122,0.171,0.733,0.505,782,325,816,80
"22K206 2016",NA,0.486,0.514,0.461,0.024,0.109,0.393,0.133,0.194,0.739,0.488,832,322,844,83
"22K206 2017",NA,0.489,0.511,0.474,0.019,0.099,0.391,0.126,0.201,0.737,0.459,873,321,883,81
"22K207 2013",NA,0.482,0.518,0.095,0.324,0.143,0.424,0.162,0.02,0.499,NA,782,315,777,80
"22K207 2014",NA,0.48,0.52,0.101,0.333,0.139,0.408,0.162,0.021,0.509,NA,820,317,818,79
"22K207 2015",NA,0.468,0.532,0.105,0.345,0.142,0.395,0.159,0.024,0.5,0.306,794,316,835,79
"22K207 2016",NA,0.482,0.518,0.099,0.345,0.149,0.388,0.175,0.025,0.505,0.305,691,318,737,84
"22K207 2017",NA,0.478,0.522,0.103,0.349,0.152,0.378,0.184,0.035,0.486,0.275,745,318,769,84
"22K217 2013",NA,0.48,0.52,0.519,0.119,0.182,0.166,0.15,0.206,1,NA,583,307,567,64
"22K217 2014",NA,0.486,0.514,0.502,0.117,0.196,0.167,0.141,0.212,1,NA,586,313,568,68
"22K217 2015",NA,0.483,0.517,0.485,0.117,0.197,0.179,0.148,0.244,1,0.7,573,311,555,71
"22K217 2016",NA,0.481,0.519,0.492,0.11,0.19,0.186,0.147,0.225,1,0.691,556,314,543,78
"22K217 2017",NA,0.488,0.512,0.517,0.107,0.182,0.17,0.137,0.262,1,0.663,555,313,531,78
"22K222 2013",857,0.473,0.527,0.191,0.165,0.172,0.457,0.202,0.063,0.501,NA,354,319,351,79
"22K222 2014",865,0.486,0.514,0.206,0.154,0.166,0.454,0.213,0.049,0.523,NA,351,330,349,80
"22K222 2015",885,0.492,0.508,0.201,0.145,0.186,0.445,0.224,0.051,0.53,0.391,357,327,353,83
"22K222 2016",883,0.494,0.506,0.187,0.148,0.195,0.445,0.22,0.044,0.522,0.365,386,327,383,85
"22K222 2017",911,0.48,0.52,0.199,0.146,0.182,0.448,0.223,0.071,0.524,0.344,419,331,418,89
"22K234 2013",NA,0.481,0.519,0.286,0.17,0.123,0.415,0.081,0.078,0.684,NA,1787,329,1747,81
"22K234 2014",NA,0.472,0.528,0.27,0.164,0.123,0.433,0.094,0.082,0.675,NA,1825,331,1783,80
"22K234 2015",NA,0.478,0.522,0.263,0.168,0.12,0.443,0.11,0.089,0.623,0.473,1846,331,1818,82
"22K234 2016",NA,0.483,0.517,0.255,0.166,0.111,0.454,0.12,0.092,0.626,0.47,1912,332,1866,84
"22K234 2017",NA,0.486,0.514,0.246,0.181,0.127,0.425,0.13,0.086,0.604,0.471,1879,324,1865,88
"22K236 2013",603,0.499,0.501,0.081,0.247,0.096,0.552,0.124,0.048,0.449,NA,276,315,277,79
"22K236 2014",581,0.484,0.516,0.09,0.231,0.119,0.535,0.138,0.057,0.454,NA,285,322,284,82
"22K236 2015",542,0.5,0.5,0.1,0.203,0.131,0.531,0.124,0.072,0.428,0.305,244,332,250,87
"22K236 2016",579,0.506,0.494,0.097,0.23,0.123,0.508,0.136,0.05,0.435,0.31,264,332,263,93
"22K236 2017",544,0.513,0.487,0.097,0.2,0.132,0.524,0.136,0.05,0.426,0.304,234,336,237,95
"22K240 2013",930,0.481,0.519,0.166,0.674,0.122,0.035,0.161,0.1,0.877,NA,889,296,871,54
"22K240 2014",916,0.471,0.529,0.184,0.655,0.103,0.051,0.168,0.114,0.821,NA,889,295,865,59
"22K240 2015",874,0.474,0.526,0.182,0.637,0.106,0.066,0.175,0.121,0.745,0.615,853,294,833,58
"22K240 2016",828,0.499,0.501,0.185,0.626,0.116,0.065,0.174,0.083,0.841,0.619,808,303,795,66
"22K240 2017",791,0.492,0.508,0.183,0.612,0.134,0.057,0.177,0.095,0.847,0.602,768,291,745,67
"22K245 2013",290,0.548,0.452,0.007,0.641,0.331,0.017,0.103,0.107,0.931,NA,124,312,122,65
"22K245 2014",296,0.544,0.456,0.024,0.581,0.355,0.034,0.162,0.128,0.932,NA,128,312,127,69
"22K245 2015",302,0.536,0.464,0.02,0.54,0.394,0.023,0.205,0.149,0.944,0.691,125,314,124,76
"22K245 2016",315,0.505,0.495,0.029,0.508,0.425,0.019,0.216,0.156,0.946,0.711,135,310,133,75
"22K245 2017",303,0.535,0.465,0.03,0.525,0.403,0.023,0.218,0.112,0.931,0.68,142,309,140,74
"22K251 2013",608,0.508,0.492,0.03,0.801,0.118,0.048,0.201,0.064,1,NA,256,290,256,57
"22K251 2014",573,0.485,0.515,0.026,0.803,0.108,0.051,0.215,0.049,1,NA,223,287,223,54
"22K251 2015",609,0.484,0.516,0.041,0.782,0.117,0.044,0.182,0.054,1,0.651,238,287,230,51
"22K251 2016",597,0.499,0.501,0.035,0.774,0.127,0.05,0.198,0.069,1,0.675,232,285,231,55
"22K251 2017",563,0.487,0.513,0.034,0.732,0.16,0.05,0.195,0.071,1,0.638,239,287,238,58
"22K254 2013",697,0.485,0.515,0.346,0.037,0.092,0.518,0.095,0.185,0.641,NA,295,322,288,82
"22K254 2014",700,0.503,0.497,0.34,0.027,0.083,0.543,0.087,0.163,0.644,NA,289,327,283,81
"22K254 2015",739,0.499,0.501,0.326,0.02,0.081,0.566,0.088,0.194,0.625,0.482,307,333,300,85
"22K254 2016",781,0.485,0.515,0.327,0.014,0.092,0.562,0.108,0.152,0.594,0.449,354,333,348,94
"22K254 2017",784,0.481,0.519,0.296,0.013,0.096,0.591,0.119,0.19,0.566,0.429,357,333,350,90
"22K255 2013",859,0.452,0.548,0.228,0.033,0.134,0.59,0.19,0.153,0.745,NA,419,322,402,77
"22K255 2014",868,0.461,0.539,0.253,0.028,0.126,0.577,0.191,0.153,0.779,NA,407,325,389,73
"22K255 2015",917,0.467,0.533,0.241,0.025,0.117,0.6,0.174,0.193,0.746,0.629,425,323,411,71
"22K255 2016",920,0.492,0.508,0.227,0.028,0.113,0.615,0.154,0.186,0.758,0.637,451,320,427,79
"22K255 2017",970,0.496,0.504,0.225,0.027,0.109,0.624,0.141,0.261,0.755,0.611,463,322,446,80
"22K269 2013",463,0.469,0.531,0.024,0.914,0.054,0.006,0.238,0.127,1,NA,435,278,424,49
"22K269 2014",397,0.466,0.534,0.02,0.94,0.038,0,0.282,0.146,1,NA,383,279,372,47
"22K269 2015",383,0.496,0.504,0.029,0.893,0.063,0.01,0.227,0.133,1,0.735,358,271,343,41
"22K269 2016",390,0.446,0.554,0.023,0.838,0.11,0.015,0.205,0.185,1,0.683,340,277,318,54
"22K269 2017",324,0.441,0.559,0.015,0.802,0.151,0.028,0.222,0.238,1,0.682,296,292,289,57
"22K277 2013",466,0.506,0.494,0.041,0.043,0.15,0.766,0.161,0.026,0.455,NA,215,314,215,83
"22K277 2014",461,0.492,0.508,0.052,0.041,0.132,0.755,0.2,0.03,0.464,NA,213,323,214,81
"22K277 2015",457,0.484,0.516,0.074,0.031,0.123,0.761,0.204,0.044,0.446,0.284,209,319,210,81
"22K277 2016",442,0.495,0.505,0.086,0.027,0.113,0.765,0.195,0.057,0.464,0.283,207,325,207,94
"22K277 2017",433,0.48,0.52,0.125,0.025,0.12,0.723,0.194,0.065,0.487,0.283,194,324,193,96
"22K278 2013",NA,0.51,0.49,0.057,0.482,0.166,0.288,0.149,0.041,0.736,NA,1063,296,1056,63
"22K278 2014",NA,0.51,0.49,0.068,0.47,0.185,0.27,0.159,0.047,0.726,NA,915,297,1014,66
"22K278 2015",997,0.514,0.486,0.071,0.466,0.181,0.274,0.178,0.057,0.718,0.491,928,305,942,71
"22K278 2016",922,0.498,0.502,0.088,0.466,0.165,0.272,0.204,0.029,0.736,0.487,779,301,884,76
"22K278 2017",NA,0.477,0.523,0.095,0.445,0.159,0.289,0.19,0.042,0.703,0.44,942,306,971,77
"22K312 2013",925,0.484,0.516,0.034,0.37,0.097,0.483,0.142,0.03,0.496,NA,458,315,452,76
"22K312 2014",909,0.475,0.525,0.033,0.377,0.101,0.471,0.165,0.032,0.502,NA,424,324,422,77
"22K312 2015",898,0.481,0.519,0.037,0.394,0.106,0.445,0.174,0.041,0.5,0.334,402,316,400,77
"22K312 2016",862,0.483,0.517,0.037,0.393,0.113,0.441,0.19,0.039,0.528,0.335,393,318,390,86
"22K312 2017",835,0.483,0.517,0.035,0.39,0.113,0.44,0.176,0.047,0.523,0.31,381,322,382,89
"22K315 2013",822,0.515,0.485,0.066,0.713,0.18,0.032,0.162,0.117,0.875,NA,373,290,361,60
"22K315 2014",841,0.508,0.492,0.074,0.705,0.171,0.037,0.201,0.117,0.872,NA,388,292,383,54
"22K315 2015",778,0.517,0.483,0.078,0.665,0.211,0.031,0.247,0.134,0.865,0.74,350,292,347,60
"22K315 2016",720,0.494,0.506,0.086,0.622,0.247,0.031,0.257,0.133,0.878,0.751,332,291,343,68
"22K315 2017",657,0.493,0.507,0.094,0.584,0.259,0.049,0.254,0.143,0.845,0.717,295,294,288,68
"22K381 2013",375,0.488,0.512,0.085,0.621,0.211,0.083,0.12,0.048,0.477,NA,367,295,363,60
"22K381 2014",379,0.499,0.501,0.074,0.636,0.201,0.09,0.179,0.045,0.573,NA,349,299,347,62
"22K381 2015",328,0.512,0.488,0.061,0.665,0.168,0.098,0.168,0.085,0.604,0.616,315,290,306,63
"22K381 2016",310,0.516,0.484,0.058,0.61,0.184,0.135,0.206,0.119,0.594,0.611,293,288,284,68
"22K381 2017",290,0.497,0.503,0.086,0.534,0.183,0.176,0.21,0.152,0.607,0.588,276,300,265,70
"23K041 2013",595,0.492,0.508,0.013,0.674,0.292,0.007,0.266,0.039,0.98,NA,376,283,372,44
"23K041 2014",553,0.521,0.479,0.013,0.629,0.34,0.007,0.269,0.042,0.993,NA,358,285,355,45
"23K041 2015",528,0.494,0.506,0.013,0.621,0.345,0.008,0.278,0.044,0.989,0.899,324,276,321,42
"23K041 2016",499,0.503,0.497,0.012,0.629,0.325,0.006,0.301,0.056,0.98,0.895,313,275,309,48
"23K041 2017",476,0.506,0.494,0.011,0.603,0.342,0.013,0.309,0.063,0.987,0.899,306,274,300,48
"23K137 2013",302,0.477,0.523,0.007,0.715,0.185,0,0.212,0.046,0.964,NA,167,286,164,49
"23K137 2014",294,0.497,0.503,0.007,0.731,0.18,0.014,0.241,0.031,0.888,NA,143,290,160,50
"23K137 2015",303,0.508,0.492,0.013,0.726,0.191,0.007,0.274,0.033,0.891,0.806,149,289,151,50
"23K137 2016",295,0.505,0.495,0.003,0.739,0.203,0.007,0.339,0.034,0.881,0.827,142,283,135,61
"23K137 2017",293,0.532,0.468,0.003,0.72,0.215,0.014,0.311,0.051,0.952,0.818,141,292,139,65
"23K150 2013",236,0.466,0.534,0.008,0.631,0.322,0.025,0.246,0.148,1,NA,119,276,119,44
"23K150 2014",213,0.488,0.512,0.023,0.601,0.315,0.033,0.305,0.155,0.981,NA,96,259,97,31
"23K150 2015",187,0.465,0.535,0.027,0.588,0.332,0.048,0.273,0.15,0.984,0.95,88,270,88,30
"23K150 2016",184,0.478,0.522,0.022,0.592,0.321,0.033,0.31,0.103,0.989,0.948,97,276,97,40
"23K150 2017",182,0.516,0.484,0.011,0.621,0.324,0.022,0.346,0.099,0.978,0.946,88,267,83,36
"23K155 2013",552,0.466,0.534,0.016,0.6,0.368,0.011,0.208,0.105,0.978,NA,297,284,293,46
